AdditionalInfoId,DetailMarketId,PriceRange,AreaSize,AvailableSpaces,ParkingSpots,Toilets,OperationTime,Transportation,VendorNotes
1094,1094,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.30  21.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1095,1095,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1096,1096,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันพฤหัสบดี เวลา 15.00  22.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1097,1097,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันจันทร์ เวลา 16.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1098,1098,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1099,1099,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1100,1100,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 4:00  20:00 น,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1101,1101,-,-,-,50 คัน,6 ห้อง,"เปิดทุกวัน จันทร์ , พุธ , ศุกร์ เวลา 15:00  20:00 น.",รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1102,1102,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 8:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1103,1103,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ 24 ชม.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1104,1104,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 9:00  17:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1105,1105,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 12.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1106,1106,-,-,-,50 คัน,6 ห้อง,เปิดทุกวัน เสาร์  อาทิตย์ เวลา 8:00  16:00 น,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1107,1107,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1108,1108,-,-,-,100 คัน,6 ห้อง,เปิดทุกวัน จันทร์  อาทิตย์ เวลา 12:00  20:00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกกประเภท
1109,1109,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1110,1110,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1111,1111,-,1 ไร่,-,20 คัน,6 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1112,1112,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันพฤหัสบดี เวลา 09.00  18.00 น. และวันเสาร์ เวลา 04.00  12.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1113,1113,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 05.00  19.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1114,1114,-,2ไร่,-,50 คัน,6 ห้อง,เปิด24ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1115,1115,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 08.00  20.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1116,1116,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1117,1117,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดวันอังคาร วันพฤหัสบดี และวันเสาร์ เวลา 14.00  20.00 น.,รถยนต์,ยินดีต้อนรับร้านค้าทุกประเภท
1118,1118,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 10.00  21.30 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1119,1119,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ 04.00  16.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1120,1120,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดเวลา 06.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1121,1121,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดอาทิตย์พฤหัสบดีเวลา 05.0021.30น. วันศุกร์เสาร์ 05.0022.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1122,1122,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดเวลา 16.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1123,1123,-,1 ไร่,-,20 คัน,4 ห้อง,เปิดเวลา 12.0018.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1124,1124,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 03.0021.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1125,1125,-,2ไร่,-,50 คัน,6 ห้อง,เปิดเวลา 15.0019.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1126,1126,-,1 ไร่,-,20 คัน,6 ห้อง,เปิดเวลา 08.0020.00น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1127,1127,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 06.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1128,1128,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1129,1129,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 07.0019.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1130,1130,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน จันทร์อาทิตย์ เวลา 08.0018.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1131,1131,-,2 ไร่,-,20 คัน,10 ห้อง,เปิดทุกวัน เวลา 08.0020.00 น.,รถยนต์ส่วนตัว,รับสินค้าทุกประเภท
1132,1132,-,2 ไร่,-,40 คัน,4 ห้อง,เปิดทุกวัน เวลา 06.0020.00 น.,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
1133,1133,-,1 ไร่,-,20 คัน,2 ห้อง,เปิดทุกวัน 24 ชั่วโมง,รถยนต์ส่วนตัว,ยินดีต้อนรับร้านค้าทุกประเภท
