DetailMarketId,MarketId,MarketDetail,RatingDetail,AddressDetail,GoogleMapLink
1236,1236,ตลาดนัดบาโงมาแย,0.00 (0),ตำบล สามัคคี อำเภอ รือเสาะ นราธิวาส 96150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJW1Z8gNGRszERjzKP5oKLEQk
1237,1237,ตลาดนัดสากอ,4.00 (3),ตำบล สากอ อำเภอ สุไหงปาดี นราธิวาส 96140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJu9h4B1LzszERkbrvnOXMioM
1238,1238,ตลาดประชารัฐตากใบ,4.20 (31),ตำบล เจ๊ะเห อำเภอ ตากใบ นราธิวาส 96110  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJLX2zJQwAtDERzh1-pDievpw
1239,1239,ตลาดนัดคลองถม หน้าที่ว่าการอำเภอดอนมดแดง,4.20 (11),ตำบล เหล่าแดง อำเภอ ดอนมดแดง อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ43RT-qB4FjERy0NoZNo4REU
1240,1240,ตลาดสดเหล่าเสือโก้ก,2.50 (13),ตำบล หนองบก อำเภอ เหล่าเสือโก้ก อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJE4cfDct7FjERLojNRhM_UAI
1241,1241,ตลาดสดนายพลตาลสุม,4.50 (37),ตำบล ตาลสุม อำเภอ ตาลสุม อุบลราชธานี 34330  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJWwkpPujTFTERQPzwdCQo-ek
1242,1242,ตลาดถนนคนเดินเทศบาลตำบลเขื่องใน,4.20 (657),ตำบล เขื่องใน อำเภอ เขื่องใน อุบลราชธานี 34150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJnZl-t-JbFjERgy9AihWcwi4
1243,1243,ตลาดนัดเทศบาลตำบลเขื่องใน,0.00 (0),ตำบล เขื่องใน อำเภอ เขื่องใน อุบลราชธานี 34150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJRcGP_pZeFjERMI4beTFriXw
1244,1244,ตลาดสดหนองหัวแรต,4.20 (130),P8XQ+VC ตลาด ตำบล หนองหัวแรต อำเภอหนองบุญมาก นครราชสีมา 30410  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJHVmQ_PVZGTERYTfccP20DJo
1245,1245,ตลาดพุ่มพวงหัวเรือเพื่อชุมชน (เปิดกลางคืน),4.80 (5),ตำบล หัวเรือ อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJrw7c-59jFjERTab5ZDUm_mc
1246,1246,ตลาดสดหัวเรือ,4.50 (713),ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJq01qNoRfHTERjlPz2dSLvgc
1247,1247,ตลาดสดเจ้าบุญทุ่ม,4.00 (18),288 ม.4 โนนสมบูรณ์ อำเภอ เสิงสาง นครราชสีมา 30330  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJSfWBL73qGzERpAf3ltJDE50
1248,1248,ตลาดคนรักดีบ้านหัวเรือ,4.50 (35),ต.หัวเรือ อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ1SYBo01jFjERxVZgIYq6cq0
1249,1249,ตลาดดอนกลาง,"4.30 (1,140)",ตำบล ขามใหญ่ อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJR-ZrC6liFjERGANJXxF-1Hk
1250,1250,ตลาดสดเทศบาล 3 (ตลาดใหญ่),4.40 (394),ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJWY1xOTCGFjER_mx7kNO_5nI
1251,1251,ตลาดเทศบาลตำบลเขื่องใน,4.30 (30),ตำบล เขื่องใน อำเภอ เขื่องใน อุบลราชธานี 34150  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJRcGP_pZeFjERMI4beTFriXw
1252,1252,ตลาดเปิดท้ายท่าเรียน,"4.20 (1,068)",ตำบล โพธิ์เสด็จ อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 8000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJp_jWvjoBUzARwL2zkpSuUTE
1253,1253,ตลาดโกส้อง,4.50 (57),ตำบล ท้ายสำเภา อำเภอ พระพรหม นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ_XTXsqz_UjARki8iqoPdzDY
1254,1254,ตลาดศาลามีชัย,3.90 (195),ตำบล มะม่วงสองต้น อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJz9h8k5QBUzARnT0-bbbpVek
1255,1255,ตลาดท่าชี,4.30 (137),ตำบล ในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJlVdKtxMBUzAR4B7oFpx4-0o
1256,1256,ตลาดเทศบาลเมืองนครศรีฯ,3.90 (410),อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJS_9DMUoBUzARFDR8rTLix7E
1257,1257,ตลาดวัดท้าวโครต,0.00 (0),ตำบล ในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcU5vvgwBUzARJJuDk9Vmyj0
1258,1258,ตลาดน้ำโรงพยาบาล (ตลาดโกโด่ง),4.20 (337),ตำบล ในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJcU5vvgwBUzARJJuDk9Vmyj0
1259,1259,ตลาดนัดข้างศาลากลาง,0.00 (0),ตำบล ในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ6Q3z6xUBUzAREqeFgj8QmtM
1260,1260,ตลาดสดเทศบาลเมืองปากพนัง,4.30 (47),ตำบล ปากพนัง อำเภอ ปากพนัง นครศรีธรรมราช 80140  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJyyHqNtzhUjARhjV7bHhlsH8
1261,1261,ตลาดท่าม้า,4.10 (330),ตำบล ในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ6Q3z6xUBUzAREqeFgj8QmtM
1262,1262,ตลาดคูขวาง,4.30 (459),ต.ท่าวัง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJGTVheUgBUzARCAaTIqdttmQ
1263,1263,ตลาด100ปีหนองบอนแดง,4.00 (56),ตำบล หนองบอนแดง อำเภอบ้านบึง ชลบุรี 20170  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJByBG-3wyHTER1L4qFcynIBw
1264,1264,ตลาดทรัพย์สิน ชลบุรี,4.20 (365),ตำบล มะขามหย่ง อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJi2r9uIw1HTERrY9BGA820lI
1265,1265,ตลาดบ้านสวน,4.00 (276),ตำบล บางปลาสร้อย อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJpffUSX01HTERfDBVid6m_Vk
1266,1266,ตลาดบ้านสิรัชชา,3.90 (173),ตำบล ดอนหัวฬอ อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJC6QYCu82HTERzqfWYE796B0
1267,1267,ตลาดนัดศรีพโล้,4.40 (76),ตำบล หนองไม้แดง อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJk6qX4Bo2HTERdpRcXREd9SI
1268,1268,ตลาดรัตนกรอมตะ,4.20 (538),ตำบล หนองไม้แดง อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJixx-Nw03HTERXOkzLkB_IPI
1269,1269,ตลาดบ้านเก่า,3.90 (31),ตำบล บ้านเก่า อำเภอพานทอง ชลบุรี 20160 https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15521.102839295072!2d101.06232949999999!3d13.457094500000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311d373704782405%3A0xb27d85d3a6ffbb9d!2z4LiV4Lil4Liy4LiU4Lia4LmJ4Liy4LiZ4LmA4LiB4LmI4LiyIDEz!5e0!3m2!1sth!2sth!4v1726652634539!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJB2PkzJkwHTERvM2WGV9_1vQ
1270,1270,ตลาดประมงพื้นบ้านอ่างศิลา,"4.40 (9,345)",ตำบล อ่างศิลา อำเภอเมืองชลบุรี ชลบุรี 20000 https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15528.94857518245!2d100.9245667!3d13.3355193!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x311d4b1a7e148a51%3A0x645ed9158d7e31cc!2z4LiV4Lil4Liy4LiU4Lib4Lij4Liw4Lih4LiH4Lie4Li34LmJ4LiZ4Lia4LmJ4Liy4LiZIOC4reC5iOC4suC4hC4qOC4tOC4peC4sg!5e0!3m2!1sth!2sth!4v1726652234983!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJUYoUfhpLHTERzDF-jRXZXmQ
1271,1271,ตลาดนัดเสม็ด,4.40 (129),ตำบลเสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJBY5chsBKHTERM5j5Asz0llY
1272,1272,ตลาดวังมุข,4.10 (714),ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d10982.781081450183!2d100.92729796036494!3d13.287972282758153!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3102b4dc32421679%3A0xa5e2008ec3d3a861!2z4LiV4Lil4Liy4LiU4Lin4Lix4LiH4Lih4Li44LiC!5e0!3m2!1sth!2sth!4v1726651252407!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJeRZCMty0AjERYajTw44A4qU
1273,1273,ตลาดหาดวอน,4.40 (404),ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15533.225327296379!2d100.9274144!3d13.2687875!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3102b4fbb69816fd%3A0xdfd1117c02350771!2z4LiV4Lil4Liy4LiU4LiZ4Lix4LiU4Lir4Liy4LiU4Lin4Lit4LiZ4LiZ4Lig4Liy!5e0!3m2!1sth!2sth!4v1726649782057!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJ_RaYtvu0AjERcQc1AnwR0d8
1274,1274,ตลาดหนองมน,"4.30 (2,150)",ถ. สุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130 https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15532.425387452304!2d100.9357708!3d13.2812943!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3102b5108b842563%3A0x9f7c6e13873b51b3!2z4LiV4Lil4Liy4LiU4Lir4LiZ4Lit4LiH4Lih4LiZ!5e0!3m2!1sth!2sth!4v1726649204286!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJYyWEixC1AjERs1E7hxNufJ8
1275,1275,ตลาดสดสุขาภิบาลประทาย,4.30 (332),ตำบล ประทาย อำเภอ ประทาย นครราชสีมา 30180 https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15376.366129333821!2d102.7181472!3d15.5332231!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3118f961445e6b27%3A0xc49bc359452fc64d!2z4LiV4Lil4Liy4LiU4Liq4LiU4Liq4Li44LiC4Liy4Lig4Li04Lia4Liy4Lil4Lib4Lij4Liw4LiX4Liy4Lii!5e0!3m2!1sth!2sth!4v1726648686021!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJJ2teRGH5GDERTcYvRVnDm8Q
1276,1276,ตลาดรวมทรัพย์ลำทะเมนชัย,4.40 (41),ตำบล ขุย อำเภอ ลำทะเมนชัย นครราชสีมา 30270   ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJa08dJshP4DARGiZl4CZStcw
1277,1277,ตลาดเทศบาลโนนแดง (อ.โนนแดง),4.50 (19),ตำบล โนนแดง อำเภอโนนแดง นครราชสีมา 30360 https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d15385.149457640144!2d102.55407861782808!3d15.4150339434895!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x31191d51dafbfdb9%3A0x616d46f0645b416!2z4LiV4Lil4Liy4LiU4LmA4LiX4Lio4Lia4Liy4Lil4LmC4LiZ4LiZ4LmB4LiU4LiHICjguK0u4LmC4LiZ4LiZ4LmB4LiU4LiHKQ!5e0!3m2!1sth!2sth!4v1726646638495!5m2!1sth!2sth  ดูแผนที่,https://www.google.com/maps/place/?q=place_id:ChIJuf372lEdGTERFrRFBm_UFgY
